Lambda,Alpha,Delta,PSI,Dose,Size,Number of Fractions,Gamma
0.07,0.11,0,0.78,25.2,12.6,2.0,0.9563852550991603
0.07,0.11,0,0.78,25.4,12.7,2.0,0.9580463566492057
0.07,0.11,0,0.78,25.6,12.8,2.0,0.9596530711529767
0.07,0.11,0,0.78,25.8,12.9,2.0,0.9612067881508364
0.07,0.11,0,0.78,26.0,13.0,2.0,0.9627088781212527
0.07,0.11,0,0.78,26.2,13.1,2.0,0.9641606920323441
0.07,0.11,0,0.78,26.4,13.2,2.0,0.965563560931781
0.07,0.11,0,0.78,26.6,13.3,2.0,0.9669187955740888
0.07,0.11,0,0.78,26.8,13.4,2.0,0.9682276860843774
0.07,0.11,0,0.78,27.0,13.5,2.0,0.969491501657508
0.07,0.11,0,0.78,27.2,13.6,2.0,0.9707114902916916
0.07,0.11,0,0.78,27.4,13.7,2.0,0.9718888785555001
0.07,0.11,0,0.78,27.6,13.8,2.0,0.973024871387265
0.07,0.11,0,0.78,27.8,13.9,2.0,0.9741206519258253
0.07,0.11,0,0.78,28.0,14.0,2.0,0.9751773813715859
0.07,0.11,0,0.78,28.2,14.1,2.0,0.9761961988768395
0.07,0.11,0,0.78,28.4,14.2,2.0,0.9771782214643061
0.07,0.11,0,0.78,28.6,14.3,2.0,0.9781245439728429
0.07,0.11,0,0.78,28.8,14.4,2.0,0.9790362390292803
0.07,0.11,0,0.78,29.0,14.5,2.0,0.9799143570453418
0.07,0.11,0,0.78,29.2,14.6,2.0,0.980759926238613
0.07,0.11,0,0.78,29.4,14.7,2.0,0.9815739526765282
0.07,0.11,0,0.78,29.6,14.8,2.0,0.9823574203423574
0.07,0.11,0,0.78,29.8,14.9,2.0,0.9831112912221778
0.07,0.11,0,0.78,30.0,15.0,2.0,0.9838365054118341
0.07,0.11,0,0.78,30.2,15.1,2.0,0.9845339812428966
0.07,0.11,0,0.78,30.4,15.2,2.0,0.9852046154266441
0.07,0.11,0,0.78,30.6,15.3,2.0,0.9858492832151114
0.07,0.11,0,0.78,30.8,15.4,2.0,0.986468838578258
0.07,0.11,0,0.78,31.0,15.5,2.0,0.9870641143963281
0.07,0.11,0,0.78,31.2,15.6,2.0,0.9876359226664957
0.07,0.11,0,0.78,31.4,15.7,2.0,0.9881850547228976
0.07,0.11,0,0.78,31.6,15.8,2.0,0.9887122814691865
0.07,0.11,0,0.78,31.8,15.9,2.0,0.9892183536227473
0.07,0.11,0,0.78,32.0,16.0,2.0,0.989704001969745
0.07,0.11,0,0.78,32.2,16.1,2.0,0.9901699376301915
0.07,0.11,0,0.78,32.4,16.2,2.0,0.9906168523322407
0.07,0.11,0,0.78,32.6,16.3,2.0,0.9910454186949426
0.07,0.11,0,0.78,32.8,16.4,2.0,0.9914562905187065
0.07,0.11,0,0.78,33.0,16.5,2.0,0.9918501030827538
0.07,0.11,0,0.78,33.2,16.6,2.0,0.9922274734488509
0.07,0.11,0,0.78,33.4,16.7,2.0,0.9925890007706483
0.07,0.11,0,0.78,33.6,16.8,2.0,0.9929352666079649
0.07,0.11,0,0.78,33.8,16.9,2.0,0.9932668352453862
0.07,0.11,0,0.78,34.0,17.0,2.0,0.9935842540145622
0.07,0.11,0,0.78,34.2,17.1,2.0,0.9938880536196201
0.07,0.11,0,0.78,34.4,17.2,2.0,0.9941787484651242
0.07,0.11,0,0.78,34.6,17.3,2.0,0.994456836986041
0.07,0.11,0,0.78,34.8,17.4,2.0,0.9947228019791889
0.07,0.11,0,0.78,35.0,17.5,2.0,0.9949771109356769
0.07,0.11,0,0.78,35.2,17.6,2.0,0.995220216373854
0.07,0.11,0,0.78,35.4,17.7,2.0,0.9954525561723194
0.07,0.11,0,0.78,35.6,17.8,2.0,0.9956745539025579
0.07,0.11,0,0.78,35.8,17.9,2.0,0.995886619160794
0.07,0.11,0,0.78,36.0,18.0,2.0,0.996089147898674
0.07,0.11,0,0.78,36.2,18.1,2.0,0.996282522752406
0.07,0.11,0,0.78,36.4,18.2,2.0,0.996467113370013
0.07,0.11,0,0.78,36.6,18.3,2.0,0.9966432767363688
0.07,0.11,0,0.78,36.8,18.4,2.0,0.9968113574957074
0.07,0.11,0,0.78,37.0,18.5,2.0,0.9969716882713189
0.07,0.11,0,0.78,37.2,18.6,2.0,0.9971245899821586
0.07,0.11,0,0.78,37.4,18.7,2.0,0.9972703721561176
0.07,0.11,0,0.78,37.6,18.8,2.0,0.9974093332397195
0.07,0.11,0,0.78,37.8,18.9,2.0,0.9975417609040255
0.07,0.11,0,0.78,38.0,19.0,2.0,0.9976679323465469
0.07,0.11,0,0.78,38.2,19.1,2.0,0.9977881145889795
0.07,0.11,0,0.78,38.4,19.2,2.0,0.9979025647705909
0.07,0.11,0,0.78,38.6,19.3,2.0,0.9980115304371071
0.07,0.11,0,0.78,38.8,19.4,2.0,0.9981152498249586
0.07,0.11,0,0.78,39.0,19.5,2.0,0.99821395214076
0.07,0.11,0,0.78,39.2,19.6,2.0,0.9983078578359136
0.07,0.11,0,0.78,39.4,19.7,2.0,0.9983971788762354
0.07,0.11,0,0.78,39.6,19.8,2.0,0.9984821190065217
0.07,0.11,0,0.78,39.8,19.9,2.0,0.9985628740099781
0.07,0.11,0,0.78,40.0,20.0,2.0,0.9986396319624521
0.07,0.11,0,0.78,40.2,20.1,2.0,0.9987125734814165
0.07,0.11,0,0.78,40.4,20.2,2.0,0.9987818719696637
0.07,0.11,0,0.78,40.6,20.3,2.0,0.9988476938536796
0.07,0.11,0,0.78,40.8,20.4,2.0,0.9989101988166779
0.07,0.11,0,0.78,41.0,20.5,2.0,0.998969540026281
0.07,0.11,0,0.78,41.2,20.6,2.0,0.9990258643568464
0.07,0.11,0,0.78,41.4,20.7,2.0,0.9990793126064414
0.07,0.11,0,0.78,41.6,20.8,2.0,0.9991300197084821
0.07,0.11,0,0.78,41.8,20.9,2.0,0.9991781149380531
0.07,0.11,0,0.78,42.0,21.0,2.0,0.9992237221129379
0.07,0.11,0,0.78,42.2,21.1,2.0,0.9992669597893922
0.07,0.11,0,0.78,42.4,21.2,2.0,0.9993079414526995
0.07,0.11,0,0.78,42.6,21.3,2.0,0.9993467757025539
0.07,0.11,0,0.78,42.8,21.4,2.0,0.9993835664333209
0.07,0.11,0,0.78,43.0,21.5,2.0,0.9994184130092316
0.07,0.11,0,0.78,43.2,21.6,2.0,0.9994514104345685
0.07,0.11,0,0.78,43.4,21.7,2.0,0.9994826495189091
0.07,0.11,0,0.78,43.6,21.8,2.0,0.9995122170374918
0.07,0.11,0,0.78,43.8,21.9,2.0,0.9995401958867786
0.07,0.11,0,0.78,44.0,22.0,2.0,0.9995666652352851
0.07,0.11,0,0.78,44.2,22.1,2.0,0.999591700669759
0.07,0.11,0,0.78,44.4,22.2,2.0,0.999615374336782
0.07,0.11,0,0.78,44.6,22.3,2.0,0.9996377550798818
0.07,0.11,0,0.78,44.8,22.4,2.0,0.9996589085722334
0.07,0.11,0,0.78,45.0,22.5,2.0,0.9996788974450392
0.07,0.11,0,0.78,45.2,22.6,2.0,0.9996977814116728
0.07,0.11,0,0.78,45.4,22.7,2.0,0.9997156173876744
0.07,0.11,0,0.78,45.6,22.8,2.0,0.99973245960669
0.07,0.11,0,0.78,45.8,22.9,2.0,0.9997483597324405
0.07,0.11,0,0.78,46.0,23.0,2.0,0.9997633669668152
0.07,0.11,0,0.78,46.2,23.1,2.0,0.999777528154179
0.07,0.11,0,0.78,46.4,23.2,2.0,0.999790887881984
0.07,0.11,0,0.78,46.6,23.3,2.0,0.9998034885777803
0.07,0.11,0,0.78,46.8,23.4,2.0,0.9998153706027132
0.07,0.11,0,0.78,47.0,23.5,2.0,0.9998265723416011
0.07,0.11,0,0.78,47.2,23.6,2.0,0.9998371302896838
0.07,0.11,0,0.78,47.4,23.7,2.0,0.9998470791361317
0.07,0.11,0,0.78,47.6,23.8,2.0,0.9998564518444051
0.07,0.11,0,0.78,47.8,23.9,2.0,0.9998652797295533
0.07,0.11,0,0.78,48.0,24.0,2.0,0.9998735925325413
0.07,0.11,0,0.78,48.2,24.1,2.0,0.9998814184916901
0.07,0.11,0,0.78,48.4,24.2,2.0,0.9998887844113198
0.07,0.11,0,0.78,48.6,24.3,2.0,0.9998957157276757
0.07,0.11,0,0.78,48.8,24.4,2.0,0.9999022365722259
0.07,0.11,0,0.78,49.0,24.5,2.0,0.9999083698324097
0.07,0.11,0,0.78,49.2,24.6,2.0,0.9999141372099195
0.07,0.11,0,0.78,49.4,24.7,2.0,0.999919559276595
0.07,0.11,0,0.78,49.6,24.8,2.0,0.9999246555280088
0.07,0.11,0,0.78,49.8,24.9,2.0,0.9999294444348201
0.07,0.11,0,0.78,50.0,25.0,2.0,0.9999339434919713
0.07,0.11,0,0.78,50.2,25.1,2.0,0.9999381692658019
0.07,0.11,0,0.78,50.4,25.2,2.0,0.9999421374391514
0.07,0.11,0,0.78,50.6,25.3,2.0,0.9999458628545224
0.07,0.11,0,0.78,50.8,25.4,2.0,0.9999493595553723
0.07,0.11,0,0.78,51.0,25.5,2.0,0.9999526408256013
0.07,0.11,0,0.78,51.2,25.6,2.0,0.9999557192273018
0.07,0.11,0,0.78,51.4,25.7,2.0,0.9999586066368347
0.07,0.11,0,0.78,51.6,25.8,2.0,0.9999613142792931
0.07,0.11,0,0.78,51.8,25.9,2.0,0.9999638527614162
0.07,0.11,0,0.78,52.0,26.0,2.0,0.9999662321030096
0.07,0.11,0,0.78,52.2,26.1,2.0,0.9999684617669339
0.07,0.11,0,0.78,52.4,26.2,2.0,0.9999705506877123
0.07,0.11,0,0.78,52.6,26.3,2.0,0.9999725072988157
0.07,0.11,0,0.78,52.8,26.4,2.0,0.9999743395586755
0.07,0.11,0,0.78,53.0,26.5,2.0,0.9999760549754763
0.07,0.11,0,0.78,53.2,26.6,2.0,0.9999776606307761
0.07,0.11,0,0.78,53.4,26.7,2.0,0.9999791632020059
0.07,0.11,0,0.78,53.6,26.8,2.0,0.9999805689838899
0.07,0.11,0,0.78,53.8,26.9,2.0,0.9999818839088351
0.07,0.11,0,0.78,54.0,27.0,2.0,0.999983113566333
0.07,0.11,0,0.78,54.2,27.1,2.0,0.9999842632214125
0.07,0.11,0,0.78,54.4,27.2,2.0,0.99998533783219
0.07,0.11,0,0.78,54.6,27.3,2.0,0.9999863420665495
0.07,0.11,0,0.78,54.8,27.4,2.0,0.9999872803179953
0.07,0.11,0,0.78,55.0,27.5,2.0,0.9999881567207124
0.07,0.11,0,0.78,55.2,27.6,2.0,0.9999889751638674
0.07,0.11,0,0.78,55.4,27.7,2.0,0.9999897393051875
0.07,0.11,0,0.78,55.6,27.8,2.0,0.9999904525838472
0.07,0.11,0,0.78,55.8,27.9,2.0,0.9999911182326956
0.07,0.11,0,0.78,56.0,28.0,2.0,0.9999917392898537
0.07,0.11,0,0.78,56.2,28.1,2.0,0.9999923186097112
0.07,0.11,0,0.78,56.4,28.2,2.0,0.9999928588733504
0.07,0.11,0,0.78,56.6,28.3,2.0,0.9999933625984241
0.07,0.11,0,0.78,56.8,28.4,2.0,0.9999938321485131
0.07,0.11,0,0.78,57.0,28.5,2.0,0.9999942697419881
0.07,0.11,0,0.78,57.2,28.6,2.0,0.9999946774603995
0.07,0.11,0,0.78,57.4,28.7,2.0,0.9999950572564182
0.07,0.11,0,0.78,57.6,28.8,2.0,0.9999954109613487
0.07,0.11,0,0.78,57.8,28.9,2.0,0.9999957402922358
0.07,0.11,0,0.78,58.0,29.0,2.0,0.9999960468585842
0.07,0.11,0,0.78,58.2,29.1,2.0,0.999996332168711
0.07,0.11,0,0.78,58.4,29.2,2.0,0.9999965976357488
0.07,0.11,0,0.78,58.6,29.3,2.0,0.999996844583317
0.07,0.11,0,0.78,58.8,29.4,2.0,0.999997074250878
0.07,0.11,0,0.78,59.0,29.5,2.0,0.999997287798795
0.07,0.11,0,0.78,59.2,29.6,2.0,0.9999974863131047
0.07,0.11,0,0.78,59.4,29.7,2.0,0.9999976708100226
0.07,0.11,0,0.78,59.6,29.8,2.0,0.9999978422401912
0.07,0.11,0,0.78,59.8,29.9,2.0,0.9999980014926879
0.07,0.11,0,0.8,44.0,1.1,40.0,0.12568101629698258
0.07,0.11,0,0.8,31.2,1.2,26.0,0.1374308850398568
0.07,0.11,0,0.8,27.3,1.3,21.0,0.1492100430765524
0.07,0.11,0,0.8,22.4,1.4,16.0,0.1610129435601294
0.07,0.11,0,0.8,22.5,1.5,15.0,0.1728341004285252
0.07,0.11,0,0.8,20.8,1.6,13.0,0.18466809235473558
0.07,0.11,0,0.8,18.7,1.7,11.0,0.19650956657107732
0.07,0.11,0,0.8,18.0,1.8,10.0,0.20835324256429388
0.07,0.11,0,0.8,17.1,1.9,9.000000000000002,0.2201939156385111
0.07,0.11,0,0.8,18.0,2.0,9.0,0.23202646034329388
0.07,0.11,0,0.8,16.8,2.1,8.0,0.2438458337643017
0.07,0.11,0,0.8,17.6,2.2,8.0,0.25564707867428804
0.07,0.11,0,0.8,13.8,2.3,6.000000000000001,0.2674253265424348
0.07,0.11,0,0.8,14.4,2.4,6.0,0.2791758004002627
0.07,0.11,0,0.8,15.0,2.5,6.0,0.2908938175626016
0.07,0.11,0,0.8,15.6,2.6,6.0,0.3025747922023533
0.07,0.11,0,0.8,13.5,2.7,5.0,0.31421423777801905
0.07,0.11,0,0.8,14.0,2.8,5.0,0.3258077693132103
0.07,0.11,0,0.8,14.5,2.9,5.0,0.3373511055275943
0.07,0.11,0,0.8,15.0,3.0,5.0,0.3488400708189675
0.07,0.11,0,0.8,15.5,3.1,5.0,0.3602705970963783
0.07,0.11,0,0.8,12.8,3.2,4.0,0.3716387254644513
0.07,0.11,0,0.8,13.2,3.3,4.0,0.3829406077592892
0.07,0.11,0,0.8,13.6,3.4,4.0,0.3941725079365481
0.07,0.11,0,0.8,14.0,3.5,4.0,0.4053308033124976
0.07,0.11,0,0.8,14.4,3.6,4.0,0.41641198565908644
0.07,0.11,0,0.8,14.8,3.7,4.0,0.42741266215423923
0.07,0.11,0,0.8,15.2,3.8,4.0,0.4383295561888073
0.07,0.11,0,0.8,15.6,3.9,4.0,0.4491595080317903
0.07,0.11,0,0.8,16.0,4.0,4.0,0.45989947535562936
0.07,0.11,0,0.8,16.4,4.1,4.0,0.4705465336235537
0.07,0.11,0,0.8,12.6,4.2,3.0,0.4810978763411332
0.07,0.11,0,0.8,12.9,4.3,3.0,0.49155081517435606
0.07,0.11,0,0.8,13.2,4.4,2.9999999999999996,0.5019027799367083
0.07,0.11,0,0.8,13.5,4.5,3.0,0.5121513184478818
0.07,0.11,0,0.8,13.8,4.6,3.0000000000000004,0.5222940962668814
0.07,0.11,0,0.8,14.1,4.7,3.0,0.5323288963024373
0.07,0.11,0,0.8,14.4,4.8,3.0,0.5422536183037535
0.07,0.11,0,0.8,14.7,4.9,2.9999999999999996,0.552066278234749
0.07,0.11,0,0.8,15.0,5.0,3.0,0.5617650075350508
0.07,0.11,0,0.8,15.3,5.1,3.0000000000000004,0.5713480522711123
0.07,0.11,0,0.8,15.6,5.2,3.0,0.5808137721809152
0.07,0.11,0,0.8,15.9,5.3,3.0,0.590160639615809
0.07,0.11,0,0.8,16.2,5.4,2.9999999999999996,0.5993872383831178
0.07,0.11,0,0.8,16.5,5.5,3.0,0.6084922624932141
0.07,0.11,0,0.8,16.8,5.6,3.0000000000000004,0.6174745148148285
0.07,0.11,0,0.8,17.1,5.7,3.0,0.6263329056424101
0.07,0.11,0,0.8,17.4,5.8,3.0,0.6350664511794099
0.07,0.11,0,0.8,17.7,5.9,2.9999999999999996,0.6436742719413918
0.07,0.11,0,0.8,18.0,6.0,3.0,0.6521555910829127
0.07,0.11,0,0.8,18.3,6.1,3.0000000000000004,0.6605097326521318
0.07,0.11,0,0.8,18.6,6.2,3.0,0.6687361197771349
0.07,0.11,0,0.8,18.9,6.3,3.0,0.6768342727879577
0.07,0.11,0,0.8,19.2,6.4,2.9999999999999996,0.6848038072783061
0.07,0.11,0,0.8,19.5,6.5,3.0,0.6926444321109576
0.07,0.11,0,0.8,19.8,6.6,3.0000000000000004,0.7003559473708227
0.07,0.11,0,0.8,13.4,6.7,2.0,0.7079382422696234
0.07,0.11,0,0.8,13.6,6.8,2.0,0.7153912930061235
0.07,0.11,0,0.8,13.8,6.9,2.0,0.7227151605858138
0.07,0.11,0,0.8,14.0,7.0,2.0,0.729909988603919
0.07,0.11,0,0.8,14.2,7.1,2.0,0.7369760009955504
0.07,0.11,0,0.8,14.4,7.2,2.0,0.7439134997567802
0.07,0.11,0,0.8,14.6,7.3,2.0,0.7507228626403605
0.07,0.11,0,0.8,14.8,7.4,2.0,0.7574045408297507
0.07,0.11,0,0.8,15.0,7.5,2.0,0.763959056595055
0.07,0.11,0,0.8,15.2,7.6,2.0,0.7703870009344032
0.07,0.11,0,0.8,15.4,7.7,2.0,0.7766890312042335
0.07,0.11,0,0.8,15.6,7.8,2.0,0.7828658687418655
0.07,0.11,0,0.8,15.8,7.9,2.0,0.788918296483665
0.07,0.11,0,0.8,16.0,8.0,2.0,0.7948471565820229
0.07,0.11,0,0.8,16.2,8.1,2.0,0.8006533480242811
0.07,0.11,0,0.8,16.4,8.2,2.0,0.8063378242566517
0.07,0.11,0,0.8,16.6,8.3,2.0,0.8119015908160768
0.07,0.11,0,0.8,16.8,8.4,2.0,0.8173457029728893
0.07,0.11,0,0.8,17.0,8.5,2.0,0.8226712633870302
0.07,0.11,0,0.8,17.2,8.6,2.0,0.8278794197804816
0.07,0.11,0,0.8,17.4,8.7,2.0,0.8329713626284754
0.07,0.11,0,0.8,17.6,8.8,2.0,0.8379483228719296
0.07,0.11,0,0.8,17.8,8.9,2.0,0.8428115696534644
0.07,0.11,0,0.8,18.0,9.0,2.0,0.8475624080792454
0.07,0.11,0,0.8,18.2,9.1,2.0,0.8522021770087911
0.07,0.11,0,0.8,18.4,9.2,2.0,0.85673224687478
0.07,0.11,0,0.8,18.6,9.3,2.0,0.8611540175347843
0.07,0.11,0,0.8,18.8,9.4,2.0,0.8654689161567493
0.07,0.11,0,0.8,19.0,9.5,2.0,0.869678395139933
0.07,0.11,0,0.8,19.2,9.6,2.0,0.8737839300729108
0.07,0.11,0,0.8,19.4,9.7,2.0,0.8777870177301491
0.07,0.11,0,0.8,19.6,9.8,2.0,0.8816891741085405
0.07,0.11,0,0.8,19.8,9.9,2.0,0.8854919325051938
0.07,0.11,0,0.8,20.0,10.0,2.0,0.8891968416376661
0.07,0.11,0,0.8,20.2,10.1,2.0,0.892805463807724
0.07,0.11,0,0.8,20.4,10.2,2.0,0.8963193731096158
0.07,0.11,0,0.8,20.6,10.3,2.0,0.8997401536837462
0.07,0.11,0,0.8,20.8,10.4,2.0,0.903069398016535
0.07,0.11,0,0.8,21.0,10.5,2.0,0.9063087052871603
0.07,0.11,0,0.8,21.2,10.6,2.0,0.9094596797617783
0.07,0.11,0,0.8,21.4,10.7,2.0,0.912523929235731
0.07,0.11,0,0.8,21.6,10.8,2.0,0.9155030635241588
0.07,0.11,0,0.8,21.8,10.9,2.0,0.9183986930013476
0.07,0.11,0,0.8,22.0,11.0,2.0,0.9212124271890569
0.07,0.11,0,0.8,22.2,11.1,2.0,0.9239458733939923
0.07,0.11,0,0.8,22.4,11.2,2.0,0.9266006353945034
0.07,0.11,0,0.8,22.6,11.3,2.0,0.9291783121765165
0.07,0.11,0,0.8,22.8,11.4,2.0,0.9316804967186297
0.07,0.11,0,0.8,23.0,11.5,2.0,0.9341087748262328
0.07,0.11,0,0.8,23.2,11.6,2.0,0.9364647240144386
0.07,0.11,0,0.8,23.4,11.7,2.0,0.9387499124395527
0.07,0.11,0,0.8,23.6,11.8,2.0,0.9409658978787393
0.07,0.11,0,0.8,23.8,11.9,2.0,0.9431142267574826
0.07,0.11,0,0.8,24.0,12.0,2.0,0.9451964332243858
0.07,0.11,0,0.8,24.2,12.1,2.0,0.9472140382727947
0.07,0.11,0,0.8,24.4,12.2,2.0,0.9491685489086769
0.07,0.11,0,0.8,24.6,12.3,2.0,0.9510614573641456
0.07,0.11,0,0.8,24.8,12.4,2.0,0.9528942403559635
0.07,0.11,0,0.8,25.0,12.5,2.0,0.9546683583883238
0.07,0.11,0,0.8,25.2,12.6,2.0,0.9563852550991603
0.07,0.11,0,0.8,25.4,12.7,2.0,0.9580463566492057
0.07,0.11,0,0.8,25.6,12.8,2.0,0.9596530711529767
0.07,0.11,0,0.8,25.8,12.9,2.0,0.9612067881508364
0.07,0.11,0,0.8,26.0,13.0,2.0,0.9627088781212527
0.07,0.11,0,0.8,26.2,13.1,2.0,0.9641606920323441
0.07,0.11,0,0.8,26.4,13.2,2.0,0.965563560931781
0.07,0.11,0,0.8,26.6,13.3,2.0,0.9669187955740888
0.07,0.11,0,0.8,26.8,13.4,2.0,0.9682276860843774
0.07,0.11,0,0.8,27.0,13.5,2.0,0.969491501657508
0.07,0.11,0,0.8,27.2,13.6,2.0,0.9707114902916916
0.07,0.11,0,0.8,27.4,13.7,2.0,0.9718888785555001
0.07,0.11,0,0.8,27.6,13.8,2.0,0.973024871387265
0.07,0.11,0,0.8,27.8,13.9,2.0,0.9741206519258253
0.07,0.11,0,0.8,28.0,14.0,2.0,0.9751773813715859
0.07,0.11,0,0.8,28.2,14.1,2.0,0.9761961988768395
0.07,0.11,0,0.8,28.4,14.2,2.0,0.9771782214643061
0.07,0.11,0,0.8,28.6,14.3,2.0,0.9781245439728429
0.07,0.11,0,0.8,28.8,14.4,2.0,0.9790362390292803
0.07,0.11,0,0.8,29.0,14.5,2.0,0.9799143570453418
0.07,0.11,0,0.8,29.2,14.6,2.0,0.980759926238613
0.07,0.11,0,0.8,29.4,14.7,2.0,0.9815739526765282
0.07,0.11,0,0.8,29.6,14.8,2.0,0.9823574203423574
0.07,0.11,0,0.8,29.8,14.9,2.0,0.9831112912221778
0.07,0.11,0,0.8,30.0,15.0,2.0,0.9838365054118341
0.07,0.11,0,0.8,30.2,15.1,2.0,0.9845339812428966
0.07,0.11,0,0.8,30.4,15.2,2.0,0.9852046154266441
0.07,0.11,0,0.8,30.6,15.3,2.0,0.9858492832151114
0.07,0.11,0,0.8,30.8,15.4,2.0,0.986468838578258
0.07,0.11,0,0.8,31.0,15.5,2.0,0.9870641143963281
0.07,0.11,0,0.8,31.2,15.6,2.0,0.9876359226664957
0.07,0.11,0,0.8,31.4,15.7,2.0,0.9881850547228976
0.07,0.11,0,0.8,31.6,15.8,2.0,0.9887122814691865
0.07,0.11,0,0.8,31.8,15.9,2.0,0.9892183536227473
0.07,0.11,0,0.8,32.0,16.0,2.0,0.989704001969745
0.07,0.11,0,0.8,32.2,16.1,2.0,0.9901699376301915
0.07,0.11,0,0.8,32.4,16.2,2.0,0.9906168523322407
0.07,0.11,0,0.8,32.6,16.3,2.0,0.9910454186949426
0.07,0.11,0,0.8,32.8,16.4,2.0,0.9914562905187065
0.07,0.11,0,0.8,33.0,16.5,2.0,0.9918501030827538
0.07,0.11,0,0.8,33.2,16.6,2.0,0.9922274734488509
0.07,0.11,0,0.8,33.4,16.7,2.0,0.9925890007706483
0.07,0.11,0,0.8,33.6,16.8,2.0,0.9929352666079649
0.07,0.11,0,0.8,33.8,16.9,2.0,0.9932668352453862
0.07,0.11,0,0.8,34.0,17.0,2.0,0.9935842540145622
0.07,0.11,0,0.8,34.2,17.1,2.0,0.9938880536196201
0.07,0.11,0,0.8,34.4,17.2,2.0,0.9941787484651242
0.07,0.11,0,0.8,34.6,17.3,2.0,0.994456836986041
0.07,0.11,0,0.8,34.8,17.4,2.0,0.9947228019791889
0.07,0.11,0,0.8,35.0,17.5,2.0,0.9949771109356769
0.07,0.11,0,0.8,35.2,17.6,2.0,0.995220216373854
0.07,0.11,0,0.8,35.4,17.7,2.0,0.9954525561723194
0.07,0.11,0,0.8,35.6,17.8,2.0,0.9956745539025579
0.07,0.11,0,0.8,35.8,17.9,2.0,0.995886619160794
0.07,0.11,0,0.8,36.0,18.0,2.0,0.996089147898674
0.07,0.11,0,0.8,36.2,18.1,2.0,0.996282522752406
0.07,0.11,0,0.8,36.4,18.2,2.0,0.996467113370013
0.07,0.11,0,0.8,36.6,18.3,2.0,0.9966432767363688
0.07,0.11,0,0.8,36.8,18.4,2.0,0.9968113574957074
0.07,0.11,0,0.8,37.0,18.5,2.0,0.9969716882713189
0.07,0.11,0,0.8,37.2,18.6,2.0,0.9971245899821586
0.07,0.11,0,0.8,37.4,18.7,2.0,0.9972703721561176
0.07,0.11,0,0.8,37.6,18.8,2.0,0.9974093332397195
0.07,0.11,0,0.8,37.8,18.9,2.0,0.9975417609040255
0.07,0.11,0,0.8,38.0,19.0,2.0,0.9976679323465469
0.07,0.11,0,0.8,38.2,19.1,2.0,0.9977881145889795
0.07,0.11,0,0.8,38.4,19.2,2.0,0.9979025647705909
0.07,0.11,0,0.8,38.6,19.3,2.0,0.9980115304371071
0.07,0.11,0,0.8,38.8,19.4,2.0,0.9981152498249586
0.07,0.11,0,0.8,39.0,19.5,2.0,0.99821395214076
0.07,0.11,0,0.8,39.2,19.6,2.0,0.9983078578359136
0.07,0.11,0,0.8,39.4,19.7,2.0,0.9983971788762354
0.07,0.11,0,0.8,39.6,19.8,2.0,0.9984821190065217
0.07,0.11,0,0.8,39.8,19.9,2.0,0.9985628740099781
0.07,0.11,0,0.8,40.0,20.0,2.0,0.9986396319624521
0.07,0.11,0,0.8,40.2,20.1,2.0,0.9987125734814165
0.07,0.11,0,0.8,40.4,20.2,2.0,0.9987818719696637
0.07,0.11,0,0.8,40.6,20.3,2.0,0.9988476938536796
0.07,0.11,0,0.8,40.8,20.4,2.0,0.9989101988166779
0.07,0.11,0,0.8,41.0,20.5,2.0,0.998969540026281
0.07,0.11,0,0.8,41.2,20.6,2.0,0.9990258643568464
0.07,0.11,0,0.8,41.4,20.7,2.0,0.9990793126064414
0.07,0.11,0,0.8,41.6,20.8,2.0,0.9991300197084821
0.07,0.11,0,0.8,41.8,20.9,2.0,0.9991781149380531
0.07,0.11,0,0.8,42.0,21.0,2.0,0.9992237221129379
0.07,0.11,0,0.8,42.2,21.1,2.0,0.9992669597893922
0.07,0.11,0,0.8,42.4,21.2,2.0,0.9993079414526995
0.07,0.11,0,0.8,42.6,21.3,2.0,0.9993467757025539
0.07,0.11,0,0.8,42.8,21.4,2.0,0.9993835664333209
0.07,0.11,0,0.8,43.0,21.5,2.0,0.9994184130092316
0.07,0.11,0,0.8,43.2,21.6,2.0,0.9994514104345685
0.07,0.11,0,0.8,43.4,21.7,2.0,0.9994826495189091
0.07,0.11,0,0.8,43.6,21.8,2.0,0.9995122170374918
0.07,0.11,0,0.8,43.8,21.9,2.0,0.9995401958867786
0.07,0.11,0,0.8,44.0,22.0,2.0,0.9995666652352851
0.07,0.11,0,0.8,44.2,22.1,2.0,0.999591700669759
0.07,0.11,0,0.8,44.4,22.2,2.0,0.999615374336782
0.07,0.11,0,0.8,44.6,22.3,2.0,0.9996377550798818
0.07,0.11,0,0.8,44.8,22.4,2.0,0.9996589085722334
0.07,0.11,0,0.8,45.0,22.5,2.0,0.9996788974450392
0.07,0.11,0,0.8,45.2,22.6,2.0,0.9996977814116728
0.07,0.11,0,0.8,45.4,22.7,2.0,0.9997156173876744
0.07,0.11,0,0.8,45.6,22.8,2.0,0.99973245960669
0.07,0.11,0,0.8,45.8,22.9,2.0,0.9997483597324405
0.07,0.11,0,0.8,46.0,23.0,2.0,0.9997633669668152
0.07,0.11,0,0.8,46.2,23.1,2.0,0.999777528154179
0.07,0.11,0,0.8,46.4,23.2,2.0,0.999790887881984
0.07,0.11,0,0.8,46.6,23.3,2.0,0.9998034885777803
0.07,0.11,0,0.8,46.8,23.4,2.0,0.9998153706027132
